F0	F10	F20	F30	F40	F50	F60
2L.2954081951376	0.310126582278481	0.301369863013699	0.5	0.39622641509434	0.420289855072464	0.371621621621622	0.384615384615385
2L.2486508104997	0.0669144981412639	0.0769230769230769	0.0397350993377483	0.0606060606060606	0.0538922155688623	0.0181818181818182	0.0384615384615385
2L.3069582662161	0.0903954802259887	0.101694915254237	0.0625	0.0645161290322581	0.159722222222222	0.10077519379845	0.101449275362319
2L.778210498852	0.113702623906706	0.0632911392405063	0.0428571428571429	0.0975609756097561	0.101010101010101	0.0384615384615385	0.175824175824176
2L.2315365648169	0.181481481481481	0.185714285714286	0.293233082706767	0.155172413793103	0.291338582677165	0.24	0.430769230769231
2L.8774343900610	0.0447761194029851	0.0571428571428571	0.0480769230769231	0	0	0.0173913043478261	0.0123456790123457
2L.4635597400980	0.574712643678161	0.450980392156863	0.477611940298507	0.569767441860465	0.354545454545455	0.41025641025641	0.44954128440367
2L.3299312776665	0.0592592592592593	0.0169491525423729	0.0666666666666667	0.0357142857142857	0.00884955752212389	0	0
2L.9941155731606	0	0	0	0.0108695652173913	0	0	0.0072463768115942
2L.4665626541990	0.0348101265822785	0.0289855072463768	0.0530973451327434	0.08	0	0.0125	0
2L.9891110340040	0.0135135135135135	0.0126582278481013	0.051948051948052	0.116279069767442	0.162790697674419	0.0985915492957746	0.0652173913043478
2L.2253126903028	0.00746268656716418	0	0	0	0	0	0
2L.8720445732327	0.0702875399361022	0.123287671232877	0.0333333333333333	0	0	0	0
2L.6709264171354	0.0526315789473684	0.0340909090909091	0.0645161290322581	0.12258064516129	0.166666666666667	0.122222222222222	0.0825688073394495
2L.7294153358552	0.112820512820513	0.0934579439252336	0.2	0.0728155339805825	0.0344827586206897	0.073394495412844	0.0642201834862385
2L.2858594793778	0.0112994350282486	0.0175438596491228	0.00714285714285714	0	0	0	0
2L.5198006812400	0.31413612565445	0.338582677165354	0.338709677419355	0.350515463917526	0.285714285714286	0.206896551724138	0.226415094339623
2L.177341022873	0.168458781362007	0.168674698795181	0.118055555555556	0.1875	0.10625	0.130952380952381	0.285714285714286
2L.1298812042494	0.0189274447949527	0.031496062992126	0	0.0222222222222222	0	0	0
2L.8175374523690	0.0182481751824818	0.0422535211267606	0.109489051094891	0.0416666666666667	0.0272108843537415	0	0.0123456790123457
2L.7719289014572	0.00478468899521531	0.0306122448979592	0.00684931506849315	0.0227272727272727	0	0	0
2L.6459898178576	0.41958041958042	0.407894736842105	0.408163265306122	0.318840579710145	0.538922155688623	0.373831775700935	0.307692307692308
2L.5650496040599	0.240740740740741	0.141666666666667	0.0973451327433628	0.262626262626263	0.354330708661417	0.213483146067416	0.216216216216216
2L.1541852495915	0.01171875	0.0078740157480315	0	0	0	0	0
2L.5132061128659	0.0479041916167665	0.07	0	0.027027027027027	0.0305343511450382	0.0925925925925926	0.0495049504950495
2L.4588696492314	0.0275590551181102	0.0151515151515152	0.183333333333333	0.140350877192982	0.268518518518519	0.16304347826087	0.18978102189781
2L.855155242172	0.0194805194805195	0	0	0	0	0	0
2L.7452029679442	0.0790960451977401	0.0975609756097561	0.152542372881356	0.09375	0.231578947368421	0.264367816091954	0.142857142857143
2L.3057084185758	0.0072202166064982	0	0	0	0	0	0
2L.2904101240695	0.00408163265306122	0.031496062992126	0.0114285714285714	0	0	0.0165289256198347	0.0108695652173913
2L.6258411167148	0.285714285714286	0.411764705882353	0.333333333333333	0.268292682926829	0.493827160493827	0.446153846153846	0.4
2L.530010668546	0.150943396226415	0.0882352941176471	0.103448275862069	0.142857142857143	0.152777777777778	0.134146341463415	0.078125
2L.4937462850403	0.0040650406504065	0.0078740157480315	0.00961538461538462	0	0.024390243902439	0.0128205128205128	0.03125
2L.3804422610095	0.431654676258993	0.422222222222222	0.181818181818182	0.39568345323741	0.456521739130435	0.477477477477477	0.530612244897959
2L.9300108956433	0.0198675496688742	0.0337078651685393	0	0	0	0	0
2L.2604035464800	0.142857142857143	0.105882352941176	0.0485436893203883	0.0980392156862745	0.128205128205128	0.0833333333333333	0.108108108108108
2L.8301071060049	0	0.0238095238095238	0.00900900900900901	0	0	0	0
2L.6734205934227	0	0	0.0137931034482759	0.0147058823529412	0.00793650793650794	0	0
2L.9702973909972	0.541353383458647	0.516129032258065	0.464912280701754	0.421052631578947	0.402877697841727	0.22972972972973	0.266666666666667
2L.8376778998561	0.0606060606060606	0.0204081632653061	0.0720720720720721	0.0337078651685393	0.0428571428571429	0.0493827160493827	0.0963855421686747
2L.7802711681153	0.317365269461078	0.25531914893617	0.261682242990654	0.208333333333333	0.227272727272727	0.304761904761905	0.268817204301075
2L.5083621579300	0.57	0.68695652173913	0.471698113207547	0.385892116182573	0.283018867924528	0.356164383561644	0.372093023255814
2L.4853695985033	0	0	0.00588235294117647	0	0	0	0
2L.3969453651553	0.0779220779220779	0.125	0.136842105263158	0.118279569892473	0.154761904761905	0.10752688172043	0.192982456140351
2L.8015156417208	0.0307017543859649	0.00740740740740741	0.0731707317073171	0.0574712643678161	0.126126126126126	0.0612244897959184	0.072463768115942
2L.1564350875450	0.215469613259669	0.265060240963855	0.303571428571429	0.405797101449275	0.429906542056075	0.46031746031746	0.324561403508772
2L.680346331032	0.23696682464455	0.220338983050847	0.191489361702128	0.210526315789474	0.209302325581395	0.127272727272727	0.136363636363636
2L.9046416928368	0.231707317073171	0.115384615384615	0.0449438202247191	0.0357142857142857	0.108695652173913	0.172043010752688	0.0638297872340425
2L.8217944444163	0.0262008733624454	0.0576923076923077	0.0645161290322581	0.046875	0.0247933884297521	0.0704225352112676	0.0555555555555556
2L.9626110925675	0.33974358974359	0.438202247191011	0.476190476190476	0.431952662721893	0.517857142857143	0.5	0.586538461538462
2L.4396786406701	0.0297029702970297	0.0404040404040404	0.05	0.0588235294117647	0	0.0465116279069767	0
2L.9105979866982	0.101694915254237	0.0564516129032258	0.045045045045045	0.0210526315789474	0.0357142857142857	0	0.00757575757575758
2L.631061910871	0.363636363636364	0.36046511627907	0.483870967741935	0.368421052631579	0.272727272727273	0.3	0.321100917431193
2L.5847398990215	0.370165745856354	0.442307692307692	0.416666666666667	0.300546448087432	0.466666666666667	0.329787234042553	0.370689655172414
2L.9658972607372	0.0431654676258993	0.0506329113924051	0.0144927536231884	0.0289855072463768	0.0246913580246914	0	0.0116279069767442
2L.9253092971835	0.188679245283019	0.190909090909091	0.0625	0.0857142857142857	0.0917431192660551	0.125	0.0740740740740741
2L.4129553181070	0.0189873417721519	0	0	0	0	0	0
2L.1241051058758	0.0203045685279188	0.0102040816326531	0	0	0.010752688172043	0	0
2L.3308659377551	0.0320284697508897	0.0526315789473684	0.0573248407643312	0.10958904109589	0.0246913580246914	0.0246913580246914	0.0128205128205128
2L.4249305992027	0.0753424657534247	0.0875	0.125984251968504	0.0591715976331361	0.012987012987013	0.0505050505050505	0.0333333333333333
2L.9698074605804	0.0838323353293413	0.151898734177215	0.182608695652174	0.116666666666667	0.197530864197531	0.0941176470588235	0.0487804878048781
2L.8720905310544	0	0	0.00495049504950495	0	0	0	0
2L.4114449347428	0.127272727272727	0.110236220472441	0.130434782608696	0.205882352941176	0.168421052631579	0.177777777777778	0.208791208791209
2L.6715539194575	0.0681818181818182	0.02	0.0210526315789474	0.0169491525423729	0.010752688172043	0	0.0128205128205128
2L.1144399496799	0.269938650306748	0.388888888888889	0.264705882352941	0.419512195121951	0.451388888888889	0.421052631578947	0.588709677419355
2L.2623605378435	0.0909090909090909	0.303921568627451	0.197530864197531	0.375	0.316666666666667	0.290909090909091	0.382352941176471
2L.3278055512846	0	0.0632911392405063	0.0344827586206897	0.0144927536231884	0.0153846153846154	0.0138888888888889	0.00943396226415094
2L.5433685439327	0.129032258064516	0.223880597014925	0.223880597014925	0.106060606060606	0.197183098591549	0.219512195121951	0.0579710144927536
2L.929348488132	0.0753424657534247	0.0612244897959184	0.121019108280255	0.0784313725490196	0.173333333333333	0.253521126760563	0.166666666666667
2L.9627951873215	0.00442477876106195	0	0	0	0	0	0
2L.8583236845210	0.0178571428571429	0.0423728813559322	0	0.0769230769230769	0	0	0
2L.7739042104648	0.106382978723404	0.0128205128205128	0.0384615384615385	0.0604395604395604	0.0634920634920635	0.0666666666666667	0.0686274509803922
2L.2352473222428	0.352631578947368	0.34375	0.25	0.344827586206897	0.413793103448276	0.428571428571429	0.314814814814815
2L.5747785023982	0	0	0	0	0.00531914893617021	0.010752688172043	0
2L.3394780854715	0.127777777777778	0.0508474576271186	0.0359712230215827	0.0121951219512195	0.024	0.0113636363636364	0.0136054421768707
2L.8922374183240	0.0764705882352941	0.0900900900900901	0.09	0.108108108108108	0.0659340659340659	0.101449275362319	0.106060606060606
2L.7481497886811	0.0639269406392694	0.0173913043478261	0.0208333333333333	0.09375	0.111111111111111	0.116279069767442	0.146341463414634
2L.9999622956707	0.111842105263158	0.18	0.153153153153153	0.133689839572193	0.189189189189189	0.238938053097345	0.218181818181818
2L.3828989064067	0.244565217391304	0.212121212121212	0.2	0.13953488372093	0.259615384615385	0.274193548387097	0.157894736842105
2L.5073695485679	0.050314465408805	0.0408163265306122	0.01	0	0	0	0
2L.1939851334445	0.0201342281879195	0.0208333333333333	0	0	0	0	0
2L.6520088936073	0.0961538461538462	0.0625	0.0192307692307692	0	0.0178571428571429	0.032258064516129	0
2L.7343751105569	0.0386740331491713	0.0340909090909091	0.0884955752212389	0.0833333333333333	0.0434782608695652	0.0540540540540541	0.0990990990990991
2L.4908365930224	0	0	0	0.0131578947368421	0	0	0
2L.7761601597714	0.0701754385964912	0.127906976744186	0.0480769230769231	0.0178571428571429	0	0	0
2L.7041219780091	0.00492610837438424	0	0	0	0	0	0
2L.513190263470	0.0166666666666667	0.0104166666666667	0.0166666666666667	0	0	0	0
2L.2434474724577	0.0053475935828877	0.0181818181818182	0	0	0	0	0
2L.7028049641005	0.0103626943005181	0.0123456790123457	0	0	0	0	0.0294117647058824
2L.9262182576823	0.00537634408602151	0.0111111111111111	0	0	0	0	0
2L.9187231994709	0.0925925925925926	0.032967032967033	0	0	0	0	0
2L.5111149834224	0.0043859649122807	0	0	0	0	0	0
2L.7487425024571	0.00568181818181818	0	0	0	0	0	0
2L.4344929608233	0.38659793814433	0.308411214953271	0.45	0.520408163265306	0.492307692307692	0.486111111111111	0.473684210526316
2L.9475481394584	0.325396825396825	0.23469387755102	0.255639097744361	0.216666666666667	0.18705035971223	0.185185185185185	0.125
2L.2561620761115	0.279620853080569	0.152542372881356	0.238805970149254	0.244444444444444	0.389473684210526	0.4	0.54
2L.3717649879837	0.037037037037037	0.00840336134453781	0.00671140939597315	0	0	0	0
2L.1018103104001	0.0769230769230769	0.0909090909090909	0.114285714285714	0.180645161290323	0.116666666666667	0.0860215053763441	0.0551181102362205
2L.1915631139612	0.010989010989011	0.0166666666666667	0	0	0.00719424460431655	0.0102040816326531	0
2L.572924197696	0.0105820105820106	0.00813008130081301	0.0353982300884956	0.0574712643678161	0.00970873786407767	0	0
2L.3454065493414	0.0480349344978166	0.0344827586206897	0.05	0.0925925925925926	0.0307692307692308	0.0263157894736842	0.0784313725490196
2L.3718716335264	0	0.00813008130081301	0.0273972602739726	0.0412371134020619	0.0754716981132075	0.0617283950617284	0.163934426229508
2L.1588735149347	0.0188679245283019	0	0	0	0	0	0
2L.8032005790730	0.00490196078431373	0	0	0	0	0	0
2L.6078836423300	0.224299065420561	0.243243243243243	0.150793650793651	0.171171171171171	0.123076923076923	0.139344262295082	0.109243697478992
2L.2981393590946	0.155	0.115789473684211	0.125	0.1625	0.0740740740740741	0.0147058823529412	0.0603448275862069
2L.6318887518870	0.00436681222707424	0	0.0111111111111111	0.00943396226415094	0	0.0099009900990099	0.0202702702702703
2L.5911268811672	0.0909090909090909	0.0510204081632653	0.0670391061452514	0.0526315789473684	0.112359550561798	0.0649350649350649	0.0326086956521739
2L.9522655360595	0	0	0	0	0	0	0.0105263157894737
2L.1285557207444	0.229090909090909	0.206185567010309	0.0902255639097744	0.161290322580645	0.0882352941176471	0.157303370786517	0.134615384615385
2L.7700807430873	0.0888888888888889	0.243697478991597	0.214285714285714	0.238095238095238	0.212962962962963	0.204081632653061	0.236363636363636
2L.5288867389186	0.253012048192771	0.194029850746269	0.430232558139535	0.472727272727273	0.597560975609756	0.632183908045977	0.617647058823529
2L.2657693684022	0.497326203208556	0.440366972477064	0.495238095238095	0.466666666666667	0.49438202247191	0.506172839506173	0.5375
2L.5232629424759	0.0888888888888889	0.0964912280701754	0.0196078431372549	0	0	0	0
2L.2908086383469	0.294776119402985	0.28	0.313725490196078	0.313253012048193	0.213903743315508	0.336363636363636	0.401709401709402
2L.8741721484873	0.447852760736196	0.424242424242424	0.287878787878788	0.246753246753247	0.210526315789474	0.197802197802198	0.129411764705882
2L.8217781340164	0.0181818181818182	0.1	0.0568181818181818	0.0537634408602151	0.032	0.131868131868132	0.0277777777777778
2L.2522921126613	0.02	0.0175438596491228	0	0	0	0	0
2L.7204923844126	0.158823529411765	0.0989010989010989	0.1	0.144578313253012	0.0571428571428571	0.13265306122449	0.0888888888888889
2L.2666721163921	0.00552486187845304	0	0	0	0	0	0
2L.4720743669441	0.00675675675675676	0	0.0441176470588235	0.06	0.0677966101694915	0.0158730158730159	0
2L.2439820033562	0.229357798165138	0.184210526315789	0.227848101265823	0.434782608695652	0.252100840336134	0.211267605633803	0.227272727272727
2L.8232524616945	0.00689655172413793	0	0	0	0	0	0
2L.10349488196	0.377049180327869	0.467741935483871	0.540983606557377	0.492537313432836	0.536842105263158	0.415841584158416	0.401960784313726
2L.1635880275977	0	0	0.00833333333333333	0	0	0.00826446280991736	0.00854700854700855
2L.7384011375085	0.011070110701107	0.0142857142857143	0	0	0	0	0
2L.2897789708881	0.0153374233128834	0.0285714285714286	0.062015503875969	0.106382978723404	0.0588235294117647	0.0526315789473684	0
2L.3533004827048	0.0516129032258065	0.0769230769230769	0.12	0.0414201183431953	0.0917431192660551	0.0865384615384615	0.0833333333333333
2L.5407585193696	0.0193236714975845	0	0.0344827586206897	0	0	0	0
2L.2615490178964	0.0205128205128205	0.0298507462686567	0.0952380952380952	0.0165289256198347	0.0503597122302158	0.0615384615384615	0.00714285714285714
2L.5850496270678	0.0703125	0.0857142857142857	0.0142857142857143	0.0810810810810811	0.0222222222222222	0.0253164556962025	0.0263157894736842
2L.1550670378983	0.0517241379310345	0.145833333333333	0.0348837209302326	0.0186335403726708	0	0	0
2L.4229644751127	0.0555555555555556	0.0705882352941176	0	0	0.0280373831775701	0.0240963855421687	0.040650406504065
2L.6158036215135	0.0292397660818713	0.01	0.0174418604651163	0	0	0.0114942528735632	0
2L.5664138623126	0.0108695652173913	0	0.0230769230769231	0.0277777777777778	0	0	0
2L.9849759790875	0.04	0	0	0	0	0	0
2L.3395708749437	0.173913043478261	0.122950819672131	0.0720720720720721	0.121212121212121	0.0576923076923077	0.1	0.0298507462686567
2L.8109350693665	0.112299465240642	0.0882352941176471	0.0442477876106195	0.0459770114942529	0.0380952380952381	0.0695652173913043	0.027972027972028
2L.2909998729119	0.40625	0.603448275862069	0.40506329113924	0.39622641509434	0.305555555555556	0.25531914893617	0.0740740740740741
2L.9543971536007	0.0267857142857143	0.0459770114942529	0.0178571428571429	0.0277777777777778	0.0151515151515152	0.0196078431372549	0
2L.5454802570672	0.0605095541401274	0.0543478260869565	0.00625	0	0	0	0
2L.915437729557	0.0285714285714286	0	0.0416666666666667	0	0	0	0
2L.7174991934183	0.0414746543778802	0.021978021978022	0.0367647058823529	0.0133333333333333	0.032520325203252	0.0106382978723404	0.0254237288135593
2L.4156852490746	0.156996587030717	0.0574712643678161	0.0680272108843537	0.0625	0.0273224043715847	0.0192307692307692	0.0217391304347826
2L.8429483131180	0.388888888888889	0.354545454545455	0.4609375	0.415730337078652	0.434426229508197	0.381578947368421	0.431506849315068
2L.3076908603518	0.0263157894736842	0	0	0	0	0	0
2L.8473461252055	0.0108108108108108	0.0319148936170213	0.0153846153846154	0.0227272727272727	0.0198019801980198	0.0135135135135135	0
2L.627775321869	0.238938053097345	0.287671232876712	0.402597402597403	0.484375	0.370967741935484	0.2625	0.2125
2L.6637243705290	0.149532710280374	0.16	0.151260504201681	0.09	0.266666666666667	0.24390243902439	0.0987654320987654
2L.8826531433301	0.149350649350649	0.214285714285714	0.382352941176471	0.282352941176471	0.197916666666667	0.166666666666667	0.19672131147541
2L.5232067439619	0.00334448160535117	0.0196078431372549	0	0	0	0	0.0103092783505155
2L.2241830150824	0.0231481481481481	0.032520325203252	0.0443037974683544	0.0256410256410256	0.036231884057971	0.0112359550561798	0.0451612903225806
2L.3415187942428	0.173728813559322	0.257425742574257	0.365591397849462	0.363636363636364	0.315217391304348	0.2	0.196428571428571
2L.366807453	0.0217391304347826	0	0	0	0	0	0
2L.1521539758897	0.010989010989011	0	0	0	0	0	0
2L.2549464620087	0.304147465437788	0.31496062992126	0.492753623188406	0.629032258064516	0.379746835443038	0.403846153846154	0.602272727272727
2L.4188949278000	0.531400966183575	0.43801652892562	0.358974358974359	0.409756097560976	0.493670886075949	0.373913043478261	0.314516129032258
2L.2262395386891	0.0380434782608696	0.0340909090909091	0.0263157894736842	0.0208333333333333	0	0	0
2L.8769592245202	0.0053475935828877	0	0	0	0	0	0
2L.2885386953949	0.134146341463415	0.0675675675675676	0.144067796610169	0.0588235294117647	0.185185185185185	0.215909090909091	0.123893805309735
2L.6221225741723	0.0329218106995885	0.051948051948052	0.05	0.0136986301369863	0	0	0
2L.9146388967082	0.0392156862745098	0.0428571428571429	0.0869565217391304	0.0283687943262411	0	0	0.00909090909090909
2L.8693604376577	0.353658536585366	0.169491525423729	0.198347107438017	0.25	0.079646017699115	0.0895522388059701	0.0740740740740741
2L.1426711314173	0.00416666666666667	0.0176991150442478	0.0208333333333333	0.0425531914893617	0.00636942675159236	0.0120481927710843	0.0606060606060606
2L.7026029587981	0.306451612903226	0.380952380952381	0.362068965517241	0.377245508982036	0.526315789473684	0.479166666666667	0.509433962264151
2L.2975663301763	0.0062111801242236	0	0	0	0	0	0
2L.5583948050503	0.0457516339869281	0.0618556701030928	0.0434782608695652	0.11340206185567	0.113636363636364	0.0618556701030928	0.036697247706422
2L.168382794942	0.0372093023255814	0.0253164556962025	0.00769230769230769	0.0181818181818182	0.0101010101010101	0.00925925925925926	0.0151515151515152
2L.5464516855235	0.0048780487804878	0	0	0	0	0	0
2L.4153550482883	0.0374331550802139	0.00900900900900901	0.0253164556962025	0.0263157894736842	0.00961538461538462	0.0210526315789474	0.0333333333333333
2L.6230516739106	0.0942760942760943	0.176470588235294	0.208333333333333	0.164179104477612	0.198630136986301	0.255555555555556	0.320388349514563
2L.457538138404	0.383720930232558	0.346938775510204	0.375	0.444444444444444	0.278688524590164	0.290322580645161	0.123456790123457
2L.9775149796064	0.447368421052632	0.278688524590164	0.415254237288136	0.549019607843137	0.520833333333333	0.582089552238806	0.276595744680851
2L.9001053155264	0.005	0	0	0	0	0	0
2L.7398868797553	0.06	0.0246913580246914	0	0	0	0.0172413793103448	0
2L.7169355723208	0.232954545454545	0.234782608695652	0.517647058823529	0.538461538461538	0.483516483516484	0.373134328358209	0.36
2L.2769830439805	0.0814814814814815	0.135135135135135	0.0485436893203883	0.162790697674419	0.141414141414141	0.265060240963855	0.115942028985507
2L.1263303054404	0.263665594855305	0.375886524822695	0.382978723404255	0.396825396825397	0.5	0.571428571428571	0.554054054054054
2L.9186039585978	0.435251798561151	0.291044776119403	0.476190476190476	0.416666666666667	0.468354430379747	0.368421052631579	0.476744186046512
2L.1337231432086	0.125	0.0731707317073171	0.0625	0.0240963855421687	0	0	0
2L.3257217738494	0.0904255319148936	0.105769230769231	0.0654205607476635	0.0404040404040404	0.021505376344086	0.0229885057471264	0.108433734939759
2L.379047466788	0.0416666666666667	0.0427350427350427	0.037037037037037	0.130434782608696	0.1875	0.19047619047619	0.336206896551724
2L.7572427600678	0.140939597315436	0.0581395348837209	0.0923076923076923	0.043956043956044	0.0531914893617021	0.0508474576271186	0.0493827160493827
2L.8639978272872	0.142222222222222	0.0652173913043478	0.0588235294117647	0.0588235294117647	0.0793650793650794	0.0181818181818182	0.0502793296089385
2L.3627460574194	0.0845771144278607	0.204724409448819	0.205741626794258	0.314814814814815	0.288888888888889	0.344086021505376	0.387755102040816
2L.4000224086505	0.0108695652173913	0	0	0	0	0	0
2L.7983330754032	0.0110803324099723	0	0	0	0.0105263157894737	0	0
2L.2560504863518	0.213675213675214	0.205128205128205	0.254385964912281	0.340136054421769	0.293333333333333	0.333333333333333	0.222222222222222
2L.9605234414398	0.0116959064327485	0	0	0	0.00862068965517241	0.0155038759689922	0
2L.1297571882165	0.00515463917525773	0.00826446280991736	0	0	0	0	0
2L.7104732746925	0.00328947368421053	0	0	0	0	0	0
2L.3154482055339	0.00515463917525773	0	0	0	0	0	0
2L.5094354888566	0.0808080808080808	0.0606060606060606	0.0319148936170213	0.0819672131147541	0.0919540229885057	0.126582278481013	0.128571428571429
2L.3302304804190	0.00625	0.0294117647058824	0	0	0	0	0
2L.2070748719218	0.00558659217877095	0	0	0	0	0	0
2L.4259904158767	0.0242424242424242	0	0	0	0	0	0
2L.5571459417458	0.298657718120805	0.2265625	0.16504854368932	0.212765957446809	0.136363636363636	0.0707070707070707	0.0740740740740741
2L.6095372203810	0.185714285714286	0.204545454545455	0.242990654205607	0.266304347826087	0.298701298701299	0.240963855421687	0.104
2L.164741963840	0.0335195530726257	0	0	0	0	0	0
2L.3954700755304	0.0478723404255319	0.0275229357798165	0.0192307692307692	0	0	0	0
2L.1705016673205	0.00346020761245675	0	0	0	0	0.00564971751412429	0.00840336134453781
2L.4781405459961	0.512048192771084	0.375	0.364779874213836	0.291666666666667	0.347826086956522	0.272727272727273	0.274193548387097
2L.2787691587163	0.310734463276836	0.315068493150685	0.198412698412698	0.232142857142857	0.175257731958763	0.28125	0.224806201550388
2L.7123309778644	0.00547945205479452	0.00680272108843537	0.0152671755725191	0	0.0471698113207547	0.0353982300884956	0.0412371134020619
2L.8464503806468	0.053921568627451	0.0476190476190476	0.0508474576271186	0.121951219512195	0.0869565217391304	0.0568181818181818	0.021978021978022
2L.396313654995	0.0188679245283019	0	0	0	0	0	0
2L.3627983431205	0.309352517985612	0.333333333333333	0.3125	0.302469135802469	0.192982456140351	0.178807947019868	0.182692307692308
2L.9501988548209	0.0895522388059701	0.0163934426229508	0.0217391304347826	0.01	0.0421052631578947	0.0333333333333333	0.00909090909090909
2L.9335479142023	0.00526315789473684	0	0	0.018348623853211	0	0	0.0101010101010101
2L.5510547999966	0.0467836257309941	0.0535714285714286	0.0155038759689922	0	0	0	0
2L.4897632700658	0.170212765957447	0.0985915492957746	0.142857142857143	0.209677419354839	0.126126126126126	0.1	0.072
2L.2897507256127	0.0141509433962264	0.00699300699300699	0.0234375	0.0263157894736842	0	0	0
2L.5744841991924	0.358974358974359	0.26	0.11864406779661	0.223880597014925	0.127450980392157	0.153846153846154	0.188405797101449
2L.7914357283387	0.00928792569659443	0.0214285714285714	0.0114942528735632	0	0	0	0
2L.8881793810718	0.0161943319838057	0.0136986301369863	0.0208333333333333	0.0151515151515152	0.0062111801242236	0.0126582278481013	0
2L.5650638237869	0.323886639676113	0.317460317460317	0.415841584158416	0.5	0.42741935483871	0.368421052631579	0.272727272727273
2L.4245689741786	0.170731707317073	0.141666666666667	0.0990990990990991	0.11219512195122	0.075	0.100917431192661	0.12
2L.7798789049772	0.00719424460431655	0.0113636363636364	0	0	0.0297029702970297	0.0116279069767442	0.0131578947368421
2L.8775766124803	0.045662100456621	0.00909090909090909	0.008	0.05	0.018348623853211	0.010989010989011	0.0413223140495868
2L.987573432463	0.0166666666666667	0.0303030303030303	0.00793650793650794	0.04	0.0196078431372549	0.00943396226415094	0.0198019801980198
2L.3894772191775	0.0137614678899083	0.056	0	0	0	0	0
2L.6909249893653	0.0102564102564103	0.0173913043478261	0.0078125	0	0	0	0
2L.2964980831856	0.537414965986395	0.532467532467532	0.603448275862069	0.47027027027027	0.358974358974359	0.495145631067961	0.441860465116279
2L.5623653074666	0.01171875	0	0	0	0	0	0
2L.1225197013557	0.0664739884393064	0.0662650602409639	0.0214285714285714	0	0.0105263157894737	0	0
2L.3596495317197	0	0.0175438596491228	0	0	0.00602409638554217	0	0
2L.3101790265406	0.0701754385964912	0.02	0	0	0	0	0
2L.9424708900167	0.0170940170940171	0.024390243902439	0.00689655172413793	0	0	0	0
2L.9714256044035	0.279661016949153	0.298701298701299	0.169014084507042	0.169934640522876	0.194029850746269	0.27536231884058	0.18
2L.9253575895706	0.0147058823529412	0.00961538461538462	0.0185185185185185	0.00641025641025641	0.0161290322580645	0.0130718954248366	0.0555555555555556
2L.2436171120057	0.134228187919463	0.0909090909090909	0.146551724137931	0.109826589595376	0.0933333333333333	0.10989010989011	0.10989010989011
2L.4446795686240	0.0103092783505155	0	0	0	0	0	0
2L.133709596433	0.232258064516129	0.435643564356436	0.439252336448598	0.379746835443038	0.442477876106195	0.447916666666667	0.522388059701492
2L.1837803748221	0.453900709219858	0.392	0.409090909090909	0.296296296296296	0.257575757575758	0.180555555555556	0.241935483870968
2L.8130481073416	0.0186915887850467	0.0483870967741935	0.010989010989011	0.0508474576271186	0	0	0
2L.6782875637884	0.01875	0.0309278350515464	0.0277777777777778	0.0379746835443038	0.0222222222222222	0.0465116279069767	0.0120481927710843
2L.4164425493707	0.00930232558139535	0.0660377358490566	0	0	0	0	0
2L.602434897382	0.0336538461538462	0.0727272727272727	0.0357142857142857	0.04	0.133858267716535	0.0806451612903226	0.0377358490566038
2L.3700659641007	0.0117647058823529	0.0178571428571429	0.0238095238095238	0.0379746835443038	0.0123456790123457	0.0128205128205128	0.0113636363636364
2L.2909316205397	0.37109375	0.333333333333333	0.295652173913043	0.2125	0.309941520467836	0.333333333333333	0.328358208955224
2L.1581128746132	0.150259067357513	0.294736842105263	0.367647058823529	0.126984126984127	0.309734513274336	0.208955223880597	0.30379746835443
2L.1729453228721	0.00561797752808989	0	0	0	0	0	0
2L.6444381792929	0.0917431192660551	0.103448275862069	0.148936170212766	0.0833333333333333	0.121212121212121	0.0952380952380952	0.170212765957447
2L.9722117992086	0.0735294117647059	0.0446428571428571	0.0786516853932584	0.0280373831775701	0.0571428571428571	0.0087719298245614	0
2L.1284130823610	0.0405405405405405	0.0540540540540541	0.0833333333333333	0.0857142857142857	0.0526315789473684	0.0851063829787234	0.0714285714285714
2L.7265886188854	0.454148471615721	0.39047619047619	0.441379310344828	0.573033707865168	0.401785714285714	0.511627906976744	0.46195652173913
2L.6843408164275	0.415204678362573	0.367924528301887	0.44	0.392857142857143	0.270833333333333	0.27027027027027	0.163461538461538
2L.6520162693547	0.00320512820512821	0	0	0	0.00568181818181818	0	0
2L.9470184825323	0.0154639175257732	0.0106382978723404	0.0357142857142857	0	0	0	0.0101010101010101
2L.7615195245890	0.0182481751824818	0	0	0	0	0	0
2L.4426216563715	0.3	0.382022471910112	0.308943089430894	0.163265306122449	0.21505376344086	0.105263157894737	0.136986301369863
2L.802683509057	0.0440251572327044	0.0352941176470588	0.0769230769230769	0.0357142857142857	0.0434782608695652	0.0126582278481013	0
2L.2625501152682	0.274193548387097	0.165644171779141	0.149253731343284	0.0526315789473684	0.0297029702970297	0.00892857142857143	0.0181818181818182
2L.9388247919306	0.370629370629371	0.245098039215686	0.233644859813084	0.078125	0.0864197530864197	0.159090909090909	0.0754716981132075
2L.3585077111471	0.0341880341880342	0.0166666666666667	0.032258064516129	0	0	0.012987012987013	0
2L.4859968411213	0.0714285714285714	0.0467289719626168	0.0612244897959184	0.0112359550561798	0	0	0
2L.1268020334820	0.036697247706422	0	0	0	0	0	0
2L.732467939417	0.116161616161616	0.104347826086957	0.1328125	0.0652173913043478	0.05	0.0471698113207547	0
